Customer_ID,Customer_Name,Total_Orders,Total_Sales,Avg_Order_Value,Customer_Lifetime_Days,Days_Since_Last_Purchase,Ref_Date,Last_Purchase_Date,Pref_Order_Month,Purchase_Frequency,Avg_Browsing_Time,Unique_Products_Purchased,Favorite_Product,Favorite_Top3,Total_Likes,Total_Shares,Total_Add_to_Cart,Total_Engagement_Score,R_Recency_Days_MM,R_Avg_Interval_Days_MM,F_Orders_30d_MM,F_Orders_90d_MM,M_Sales_30d_MM,M_AOV_30d_MM,M_Sales_Var_90d_MM,B_Browse_Count_30d_MM,B_Avg_Browse_Time_30d_MM,B_Depth_30d_MM,C_Top1_Ratio_MM,C_Top3_Coverage_MM,Cluster,Cluster_Label
DT-001233,Rojas Schmidt,46.0,6068.0,131.91304347826087,1031.0,43.0,2024-12-31,2024-11-18,3,0.0446168768186227,21.9,20.0,Fashion,Fashion:60.9%、Home & Furniture:34.8%、Auto & Accessories:4.3%,38.0,32.0,33.0,103.0,0.5981308411214954,0.5430328800884276,0.0,0.2857142857142857,0.0,0.45330112721417065,0.6645840471343827,0.0,0.0,0.0,0.5111633372502937,1.0,3,中等价值客户群
DT-00154,Serrano Schmidt,64.0,9944.0,155.375,1065.0,16.0,2024-12-31,2024-12-15,11,0.06009389671361502,14.621875,31.0,Fashion,Fashion:50.0%、Home & Furniture:28.1%、Auto & Accessories:17.2%,25.0,18.0,36.0,79.0,0.8504672897196262,0.7571675631078745,0.25,0.6428571428571428,0.12133645955451347,0.32175925925925924,0.4438568985755995,0.25,0.41125,0.3333333333333333,0.32657657657657657,0.7421875,4,低价值潜在流失客户群
DT-001685,Wood Braunhardt,86.0,12572.0,146.1860465116279,1065.0,16.0,2024-12-31,2024-12-15,3,0.08075117370892018,22.740697674418605,27.0,Fashion,Fashion:65.1%、Home & Furniture:23.3%、Auto & Accessories:11.6%,57.0,57.0,68.0,182.0,0.8504672897196262,0.9131548664017942,0.25,0.3571428571428571,0.21805392731535755,0.7037037037037037,0.05602380904394328,0.25,0.18375,0.3333333333333333,0.5832809553739786,1.0,1,低价值客户群
DT-00480,Lawrence Degenhardt,84.0,13864.0,165.04761904761904,1079.0,1.0,2024-12-31,2024-12-30,5,0.0778498609823911,22.55595238095238,24.0,Fashion,Fashion:73.8%、Home & Furniture:16.7%、Auto & Accessories:7.1%,66.0,61.0,68.0,195.0,0.9906542056074766,0.8963777428721025,0.625,0.8571428571428571,0.47245017584994137,0.5888888888888888,0.4842150129249308,0.625,0.4885,0.8333333333333333,0.7309094809094809,0.8690476190476186,0,高价值客户群
DT-00511,Glass Schmidt,56.0,8552.0,152.71428571428572,1065.0,16.0,2024-12-31,2024-12-15,1,0.05258215962441314,20.65892857142857,27.0,Fashion,Fashion:55.4%、Home & Furniture:30.4%、Auto & Accessories:10.7%,35.0,35.0,46.0,116.0,0.8504672897196262,0.6695052769592253,0.125,0.07142857142857142,0.12485345838218052,0.8287037037037037,0.0,0.125,0.145,0.16666666666666666,0.41755148005148013,0.8035714285714288,1,低价值客户群
DT-00578,Roach Wendt,69.0,10333.0,149.7536231884058,1072.0,9.0,2024-12-31,2024-12-22,9,0.06436567164179105,19.453623188405796,25.0,Fashion,Fashion:55.1%、Home & Furniture:33.3%、Auto & Accessories:11.6%,50.0,46.0,52.0,148.0,0.9158878504672897,0.7978121421351634,0.375,0.3571428571428571,0.32825322391559203,0.7067901234567902,0.22227220509099704,0.375,0.4175,0.3333333333333333,0.4127170648909779,1.0,1,低价值客户群
DT-00927,Blake Kastensmidt,57.0,9411.0,165.10526315789474,1035.0,46.0,2024-12-31,2024-11-15,7,0.05507246376811594,21.528070175438597,22.0,Fashion,Fashion:70.2%、Home & Furniture:19.3%、Auto & Accessories:10.5%,41.0,37.0,40.0,118.0,0.5700934579439252,0.7009317435384834,0.0,0.14285714285714285,0.0,0.6069688109161793,0.013006294885489517,0.0,0.0,0.0,0.6691955113007744,1.0,3,中等价值客户群
DY-00162,Lindsey Kennedy,53.0,8120.0,153.20754716981133,1079.0,2.0,2024-12-31,2024-12-29,9,0.04911955514365153,21.233962264150946,23.0,Fashion,Fashion:56.6%、Home & Furniture:30.2%、Auto & Accessories:11.3%,33.0,38.0,39.0,110.0,0.9813084112149533,0.6200794897424913,0.25,0.6428571428571428,0.17760844079718638,0.5439814814814814,0.3930313609657384,0.25,0.4375,0.3333333333333333,0.4387217406085331,0.8962264150943398,4,低价值潜在流失客户群
DY-001978,Vaughn Grady,66.0,11102.0,168.21212121212122,1077.0,0.0,2024-12-31,2024-12-31,8,0.06128133704735376,20.75151515151515,29.0,Fashion,Fashion:66.7%、Home & Furniture:12.1%、Auto & Accessories:10.6%,46.0,43.0,45.0,134.0,1.0,0.7691297136392095,0.25,0.21428571428571427,0.20808909730363423,0.6643518518518519,0.15007998304046027,0.25,0.42125000000000007,0.3333333333333333,0.6096096096096095,0.4166666666666661,2,中高价值客户群
DY-00287,Bush Grady,62.0,9754.0,157.32258064516128,1051.0,16.0,2024-12-31,2024-12-15,5,0.058991436726926735,14.537096774193548,26.0,Fashion,Fashion:58.1%、Auto & Accessories:25.8%、Electronic:12.9%,31.0,31.0,34.0,96.0,0.8504672897196262,0.7455899072138483,0.25,0.3571428571428571,0.09202813599062133,0.20601851851851855,0.4817015673391512,0.25,0.22999999999999998,0.3333333333333333,0.4635280441732055,0.82258064516129,4,低价值潜在流失客户群
DY-004754,Parks Grady,56.0,8784.0,156.85714285714286,1065.0,16.0,2024-12-31,2024-12-15,4,0.05258215962441314,20.79642857142857,25.0,Fashion,Fashion:48.2%、Home & Furniture:39.3%、Auto & Accessories:7.1%,44.0,40.0,46.0,130.0,0.8504672897196262,0.6695052769592253,0.25,0.21428571428571427,0.0697538100820633,0.11805555555555558,0.06212924333729703,0.25,0.75875,0.3333333333333333,0.2962516087516087,0.7053571428571423,4,低价值潜在流失客户群
DY-00797,Guerrero Kennedy,71.0,10917.0,153.7605633802817,1079.0,3.0,2024-12-31,2024-12-28,6,0.06580166821130677,22.44929577464789,26.0,Fashion,Fashion:63.4%、Home & Furniture:19.7%、Auto & Accessories:12.7%,51.0,52.0,56.0,159.0,0.9719626168224299,0.8103051073349516,0.5,0.3571428571428571,0.5422039859320047,0.9131944444444444,0.010215853437329952,0.5,0.5212500000000001,0.6666666666666666,0.5538002791523919,0.7676056338028161,0,高价值客户群
DY-00897,Mccarthy Kennedy,76.0,11553.0,152.01315789473685,1038.0,43.0,2024-12-31,2024-11-18,4,0.07321772639691715,13.221052631578948,29.0,Fashion,Fashion:67.1%、Auto & Accessories:14.5%、Electronic:11.8%,28.0,25.0,43.0,96.0,0.5981308411214954,0.8664305773716027,0.0,0.42857142857142855,0.0,0.5463572124756335,0.4494755755009297,0.0,0.0,0.0,0.6170578473210051,0.6381578947368425,3,中等价值客户群
E--001385,Pearson Fortune-,64.0,10188.0,159.1875,1053.0,13.0,2024-12-31,2024-12-18,4,0.060778727445394115,21.371875,30.0,Fashion,Fashion:60.9%、Home & Furniture:23.4%、Auto & Accessories:7.8%,46.0,47.0,50.0,143.0,0.8785046728971962,0.7639583035841782,0.25,0.3571428571428571,0.14419695193434934,0.41203703703703703,0.0065095968451673175,0.25,0.78125,0.3333333333333333,0.5123170045045045,0.5703125,4,低价值潜在流失客户群
ED-0011,Johns Reed,84.0,13157.0,156.63095238095238,1078.0,3.0,2024-12-31,2024-12-28,9,0.07792207792207792,13.121428571428572,30.0,Fashion,Fashion:54.8%、Home & Furniture:21.4%、Auto & Accessories:20.2%,32.0,27.0,40.0,99.0,0.9719626168224299,0.8968072776612663,0.25,0.7142857142857142,0.23388042203985931,0.7662037037037037,0.42969788580526824,0.25,0.1,0.3333333333333333,0.4074431574431575,0.8035714285714288,2,中高价值客户群
ED-0029,Everett Sweed,65.0,9936.0,152.86153846153846,1076.0,5.0,2024-12-31,2024-12-26,1,0.0604089219330855,13.401538461538461,31.0,Fashion,Fashion:49.2%、Home & Furniture:26.2%、Auto & Accessories:15.4%,26.0,12.0,30.0,68.0,0.9532710280373832,0.7604568280260842,0.25,0.5,0.16998827667057442,0.5138888888888888,0.5048916880172872,0.25,0.35250000000000004,0.3333333333333333,0.31351351351351353,0.49230769230769234,2,中高价值客户群
EE-001263,Briggs Lee,71.0,10153.0,143.0,1056.0,16.0,2024-12-31,2024-12-15,8,0.06723484848484848,12.852112676056338,28.0,Fashion,Fashion:63.4%、Home & Furniture:16.9%、Auto & Accessories:14.1%,28.0,23.0,34.0,85.0,0.8504672897196262,0.8220191346565757,0.25,0.5,0.0697538100820633,0.11805555555555558,0.572851717626406,0.25,0.22999999999999998,0.3333333333333333,0.5538002791523919,0.6901408450704221,4,低价值潜在流失客户群
EE-001518,Mcguire Mcvee,60.0,9183.0,153.05,1066.0,16.0,2024-12-31,2024-12-15,7,0.05628517823639775,21.75,24.0,Fashion,Fashion:70.0%、Auto & Accessories:11.7%、Home & Furniture:11.7%,43.0,41.0,48.0,132.0,0.8504672897196262,0.7157037621487483,0.25,0.2857142857142857,0.1611957796014068,0.4791666666666667,0.4210653606626761,0.25,0.34875,0.3333333333333333,0.6662162162162162,0.6333333333333329,4,低价值潜在流失客户群
EE-0034,Norton Magee,58.0,9358.0,161.3448275862069,1063.0,16.0,2024-12-31,2024-12-15,11,0.05456255879586077,13.039655172413791,27.0,Fashion,Fashion:58.6%、Home & Furniture:24.1%、Auto & Accessories:17.2%,19.0,17.0,25.0,61.0,0.8504672897196262,0.6949786766406711,0.125,0.3571428571428571,0.03927315357561547,0.1527777777777778,0.43385560056701,0.125,0.11499999999999999,0.16666666666666666,0.4729729729729729,1.0,4,低价值潜在流失客户群
EE-00395,Clarke Mcafee,79.0,12573.0,159.15189873417722,1081.0,0.0,2024-12-31,2024-12-31,8,0.0730804810360777,13.925316455696201,26.0,Fashion,Fashion:63.3%、Auto & Accessories:21.5%、Home & Furniture:13.9%,28.0,25.0,42.0,95.0,1.0,0.8657541151472323,0.625,0.8571428571428571,0.4279015240328253,0.5185185185185186,0.494820696908691,0.625,0.569,0.8333333333333333,0.5522864636788689,0.9303797468354436,0,高价值客户群
EE-00591,Pratt Lee,86.0,13667.0,158.91860465116278,1040.0,41.0,2024-12-31,2024-11-20,3,0.08269230769230769,13.397674418604652,28.0,Fashion,Fashion:59.3%、Auto & Accessories:27.9%、Home & Furniture:11.6%,42.0,30.0,51.0,123.0,0.6168224299065421,0.9236405686078516,0.0,0.2857142857142857,0.0,0.5783268733850129,0.3367864508804106,0.0,0.0,0.0,0.4845485019903626,0.9360465116279064,3,中等价值客户群
EE-007166,Klein Lee,55.0,8566.0,155.74545454545455,1065.0,16.0,2024-12-31,2024-12-15,9,0.051643192488262914,21.180000000000003,22.0,Fashion,Fashion:70.9%、Home & Furniture:18.2%、Electronic:9.1%,45.0,43.0,43.0,131.0,0.8504672897196262,0.6567211935625474,0.125,0.42857142857142855,0.03634232121922626,0.12962962962962965,0.6262966919193615,0.125,0.5975,0.16666666666666666,0.6816543816543816,0.9000000000000004,4,低价值潜在流失客户群
EK-001787,Mueller Pistek,62.0,9479.0,152.88709677419354,1074.0,9.0,2024-12-31,2024-12-22,3,0.05772811918063315,13.187096774193549,26.0,Fashion,Fashion:61.3%、Auto & Accessories:21.0%、Home & Furniture:17.7%,22.0,12.0,35.0,69.0,0.9158878504672897,0.7321475807791977,0.25,0.3571428571428571,0.2022274325908558,0.6412037037037037,0.4312930380044474,0.25,0.10875,0.3333333333333333,0.518308631211857,1.0,1,低价值客户群
EK-002836,Hamilton Bzostek,63.0,10068.0,159.8095238095238,1051.0,32.0,2024-12-31,2024-11-29,11,0.05994291151284491,23.153968253968255,26.0,Fashion,Fashion:74.6%、Electronic:9.5%、Home & Furniture:9.5%,45.0,39.0,46.0,130.0,0.7009345794392523,0.7554972600068481,0.0,0.42857142857142855,0.0,0.5824514991181657,0.4534556928292946,0.0,0.0,0.0,0.7443872443872444,0.6507936507936503,3,中等价值客户群
EK-00479,Kemp Pistek,78.0,12056.0,154.56410256410257,1065.0,16.0,2024-12-31,2024-12-15,5,0.07323943661971831,12.911538461538461,31.0,Fashion,Fashion:52.6%、Auto & Accessories:25.6%、Home & Furniture:11.5%,33.0,32.0,50.0,115.0,0.8504672897196262,0.8667454207936858,0.25,0.2857142857142857,0.10316529894490034,0.25,0.5719746592229814,0.25,0.16000000000000003,0.3333333333333333,0.3701201201201202,0.4358974358974361,2,中高价值客户群
EL-001524,Ellis Carmichael,97.0,16174.0,166.7422680412371,1077.0,4.0,2024-12-31,2024-12-27,7,0.09006499535747446,21.72783505154639,26.0,Fashion,Fashion:76.3%、Home & Furniture:14.4%、Auto & Accessories:8.2%,74.0,68.0,78.0,220.0,0.9626168224299065,0.9598817768575373,0.375,0.5714285714285714,0.29191090269636577,0.6111111111111112,0.4864999227415336,0.375,0.6766666666666666,0.3333333333333333,0.7730101235255873,0.9432989690721651,0,高价值客户群
EL-00245,Velasquez Staebel,68.0,10159.0,149.39705882352942,1072.0,9.0,2024-12-31,2024-12-22,6,0.06343283582089553,20.63088235294118,31.0,Fashion,Fashion:60.3%、Home & Furniture:20.6%、Electronic:11.8%,49.0,51.0,55.0,155.0,0.9158878504672897,0.7894235803703176,0.25,0.3571428571428571,0.25674091441969515,0.8564814814814814,0.35104527346138087,0.25,0.71125,0.3333333333333333,0.5013910969793323,0.5955882352941178,1,低价值客户群
EL-002980,Valdez Heidel,64.0,10447.0,163.234375,1062.0,16.0,2024-12-31,2024-12-15,6,0.060263653483992465,12.2984375,26.0,Fashion,Fashion:60.9%、Auto & Accessories:23.4%、Home & Furniture:12.5%,26.0,20.0,33.0,79.0,0.8504672897196262,0.7588652482269505,0.125,0.3571428571428571,0.12485345838218052,0.8287037037037037,0.006733176129149282,0.125,0.44000000000000006,0.16666666666666666,0.5123170045045045,0.828125,1,低价值客户群
EL-002991,Shepherd Patel,50.0,8343.0,166.86,1049.0,32.0,2024-12-31,2024-11-29,10,0.047664442326024785,21.066,23.0,Fashion,Fashion:66.0%、Home & Furniture:18.0%、Auto & Accessories:12.0%,32.0,32.0,37.0,101.0,0.7009345794392523,0.596615056132406,0.0,0.21428571428571427,0.0,0.6150925925925927,0.17028811063113825,0.0,0.0,0.0,0.5982882882882883,0.7799999999999994,3,中等价值客户群
EL-00344,Sandoval Kimmel,53.0,7521.0,141.9056603773585,1006.0,46.0,2024-12-31,2024-11-15,5,0.05268389662027833,14.29433962264151,27.0,Fashion,Fashion:47.2%、Auto & Accessories:24.5%、Home & Furniture:22.6%,22.0,18.0,29.0,69.0,0.5700934579439252,0.6701285529644805,0.0,0.2857142857142857,0.0,0.4995632424877708,0.31066637106905565,0.0,0.0,0.0,0.2785143634200238,0.6886792452830193,3,中等价值客户群
EL-00737,Shaffer O'Connel,66.0,11316.0,171.45454545454547,1067.0,16.0,2024-12-31,2024-12-15,5,0.061855670103092786,22.71363636363636,26.0,Fashion,Fashion:72.7%、Home & Furniture:13.6%、Auto & Accessories:12.1%,43.0,37.0,50.0,130.0,0.8504672897196262,0.7746145424854551,0.25,0.2857142857142857,0.21688159437280186,0.699074074074074,0.29094866678759296,0.25,0.71875,0.3333333333333333,0.7125307125307125,0.916666666666667,1,低价值客户群
EN-00105,Sexton Sorensen,73.0,10913.0,149.4931506849315,1037.0,13.0,2024-12-31,2024-12-18,8,0.0703953712632594,22.143835616438356,30.0,Fashion,Fashion:60.3%、Home & Furniture:20.5%、Auto & Accessories:9.6%,61.0,52.0,58.0,171.0,0.8785046728971962,0.8463667687393233,0.25,0.2857142857142857,0.0861664712778429,0.18287037037037035,0.45804193455200165,0.25,0.5525000000000001,0.3333333333333333,0.501048994199679,0.4726027397260273,4,低价值潜在流失客户群
EN-001212,Salinas Reiten,53.0,7937.0,149.75471698113208,1076.0,5.0,2024-12-31,2024-12-26,12,0.04925650557620818,12.747169811320756,21.0,Fashion,Fashion:67.9%、Auto & Accessories:18.9%、Home & Furniture:13.2%,20.0,12.0,33.0,65.0,0.9532710280373832,0.6221363005598333,0.375,0.3571428571428571,0.152989449003517,0.24537037037037035,0.2539344713841359,0.375,0.31583333333333335,0.5,0.630970593234744,1.0,4,低价值潜在流失客户群
EN-00131,Hebert Wooten,68.0,11179.0,164.39705882352942,1080.0,1.0,2024-12-31,2024-12-30,10,0.06296296296296296,14.085294117647058,35.0,Fashion,Fashion:57.4%、Electronic:14.7%、Home & Furniture:14.7%,31.0,22.0,33.0,86.0,0.9906542056074766,0.7851666982806942,0.625,0.6428571428571428,0.3745603751465416,0.4342592592592593,0.36421872199484245,0.625,0.37600000000000006,0.8333333333333333,0.4514440911499734,0.27205882352941124,0,高价值客户群
EN-00134,Schneider Hansen,66.0,9004.0,136.42424242424244,1065.0,16.0,2024-12-31,2024-12-15,2,0.061971830985915494,13.771212121212121,30.0,Fashion,Fashion:43.9%、Auto & Accessories:27.3%、Home & Furniture:24.2%,28.0,26.0,36.0,90.0,0.8504672897196262,0.7757115082547041,0.375,0.3571428571428571,0.32180539273153574,0.6898148148148149,0.4835933920497679,0.375,0.2025,0.5,0.22365547365547367,0.75,2,中高价值客户群
EN-001400,Ware Nguyen,77.0,11698.0,151.92207792207793,1075.0,6.0,2024-12-31,2024-12-25,12,0.07162790697674419,22.697402597402597,28.0,Fashion,Fashion:55.8%、Home & Furniture:29.9%、Auto & Accessories:14.3%,60.0,55.0,67.0,182.0,0.9439252336448598,0.8555662861280002,0.25,0.5,0.20984759671746775,0.6712962962962963,0.17033880888147426,0.25,0.665,0.3333333333333333,0.4258219258219258,1.0,1,低价值客户群
EN-001455,Skinner Nguyen,94.0,15332.0,163.10638297872342,1065.0,11.0,2024-12-31,2024-12-20,11,0.08826291079812207,21.49042553191489,32.0,Fashion,Fashion:57.4%、Home & Furniture:25.5%、Auto & Accessories:11.7%,66.0,69.0,77.0,212.0,0.897196261682243,0.9515798912601205,0.25,0.7142857142857142,0.24150058616647127,0.7962962962962963,0.39301475972616906,0.25,0.48875,0.3333333333333333,0.45303814452750635,0.707446808510638,1,低价值客户群
EN-00174,Hale Goldenen,58.0,8299.0,143.08620689655172,1062.0,3.0,2024-12-31,2024-12-28,8,0.054613935969868174,12.412068965517241,30.0,Fashion,Fashion:56.9%、Electronic:15.5%、Auto & Accessories:13.8%,22.0,19.0,29.0,70.0,0.9719626168224299,0.695604139579278,0.375,0.42857142857142855,0.3288393903868698,0.7083333333333333,0.19109639094724853,0.375,0.08583333333333334,0.5,0.4436936936936937,0.2413793103448274,2,中高价值客户群
EN-001809,Thornton Holden,55.0,7865.0,143.0,1067.0,5.0,2024-12-31,2024-12-26,2,0.05154639175257732,12.778181818181817,27.0,Home & Furniture,Home & Furniture:38.2%、Fashion:36.4%、Auto & Accessories:12.7%,29.0,17.0,32.0,78.0,0.9532710280373832,0.655400771803266,0.25,0.21428571428571427,0.16588511137162953,0.4976851851851852,0.1373244982491813,0.25,0.36375,0.3333333333333333,0.12588042588042592,0.2999999999999998,2,中高价值客户群
EN-001825,Rice Clasen,55.0,7839.0,142.52727272727273,1074.0,3.0,2024-12-31,2024-12-28,4,0.051210428305400374,12.776363636363637,25.0,Fashion,Fashion:50.9%、Home & Furniture:21.8%、Auto & Accessories:16.4%,28.0,16.0,34.0,78.0,0.9719626168224299,0.6507792956457814,0.25,0.2857142857142857,0.10492379835873387,0.2569444444444444,0.34592310431236606,0.25,0.3375,0.3333333333333333,0.3420147420147419,0.39999999999999947,2,中高价值客户群
EN-00210,Mullins Hansen,57.0,7457.0,130.82456140350877,1072.0,9.0,2024-12-31,2024-12-22,4,0.05317164179104478,13.75438596491228,25.0,Fashion,Fashion:47.4%、Auto & Accessories:29.8%、Home & Furniture:21.1%,22.0,22.0,31.0,75.0,0.9158878504672897,0.6773763625113047,0.25,0.14285714285714285,0.11371629542790151,0.2916666666666667,0.015478565814136284,0.25,0.22250000000000003,0.3333333333333333,0.2818871503082029,0.9035087719298245,4,低价值潜在流失客户群
EN-00248,Leonard Hallsten,85.0,12683.0,149.21176470588236,1076.0,5.0,2024-12-31,2024-12-26,7,0.07899628252788105,20.90235294117647,26.0,Fashion,Fashion:63.5%、Home & Furniture:18.8%、Auto & Accessories:14.1%,59.0,59.0,66.0,184.0,0.9532710280373832,0.9031684833484062,0.25,0.3571428571428571,0.16588511137162953,0.4976851851851852,0.3162185003795742,0.25,0.55625,0.3333333333333333,0.5563328033916268,0.8058823529411763,4,低价值潜在流失客户群
EN-002507,Craig Gjertsen,55.0,8848.0,160.87272727272727,1065.0,16.0,2024-12-31,2024-12-15,11,0.051643192488262914,12.461818181818181,23.0,Fashion,Fashion:60.0%、Home & Furniture:21.8%、Auto & Accessories:16.4%,27.0,15.0,27.0,69.0,0.8504672897196262,0.6567211935625474,0.125,0.5714285714285714,0.07268464243845252,0.4166666666666667,0.2392577140899288,0.125,0.095,0.16666666666666666,0.49639639639639643,0.9000000000000004,3,中等价值客户群
EN-00259,Warren Chen,70.0,10721.0,153.15714285714284,1028.0,40.0,2024-12-31,2024-11-21,3,0.06809338521400778,21.29857142857143,20.0,Fashion,Fashion:78.6%、Home & Furniture:17.1%、Auto & Accessories:4.3%,55.0,53.0,58.0,166.0,0.6261682242990654,0.828691775298509,0.0,0.3571428571428571,0.0,0.5516534391534391,0.34895566707647246,0.0,0.0,0.0,0.8117760617760617,1.0,3,中等价值客户群
EN-00268,Snyder Dahlen,67.0,10417.0,155.47761194029852,1044.0,6.0,2024-12-31,2024-12-25,1,0.06417624521072797,13.577611940298508,31.0,Fashion,Fashion:47.8%、Home & Furniture:29.9%、Auto & Accessories:13.4%,27.0,18.0,35.0,80.0,0.9439252336448598,0.7959056508249711,0.25,0.3571428571428571,0.056271981242672915,0.06481481481481483,0.43415657268006264,0.25,0.135,0.3333333333333333,0.2885572139303483,0.5074626865671634,2,中高价值客户群
EN-00282,Hunt Cohen,87.0,12885.0,148.10344827586206,1078.0,3.0,2024-12-31,2024-12-28,6,0.08070500927643785,11.191954022988506,29.0,Fashion,Fashion:44.8%、Home & Furniture:31.0%、Auto & Accessories:20.7%,36.0,28.0,53.0,117.0,0.9719626168224299,0.9129597835700536,0.125,0.5,0.1313012895662368,0.8796296296296295,0.29921717361794065,0.125,0.24,0.16666666666666666,0.23873873873873874,0.8103448275862073,1,低价值客户群
EN-003,Moon Weien,76.0,12379.0,162.8815789473684,1077.0,4.0,2024-12-31,2024-12-27,3,0.07056638811513463,13.424999999999999,25.0,Fashion,Fashion:65.8%、Auto & Accessories:18.4%、Home & Furniture:14.5%,30.0,15.0,47.0,92.0,0.9626168224299065,0.8478918558712933,0.375,0.7142857142857142,0.23270808909730362,0.455246913580247,0.44322013288456247,0.375,0.3341666666666667,0.5,0.5947131341868184,0.9276315789473681,0,高价值客户群
EN-00315,Wolfe Hansen,63.0,9943.0,157.82539682539684,1035.0,46.0,2024-12-31,2024-11-15,9,0.06086956521739131,14.747619047619049,28.0,Fashion,Fashion:44.4%、Auto & Accessories:30.2%、Home & Furniture:20.6%,24.0,26.0,33.0,83.0,0.5700934579439252,0.7646976180715177,0.0,0.21428571428571427,0.0,0.5732657260435039,0.8590604026845637,0.0,0.0,0.0,0.23223223223223222,0.7380952380952381,3,中等价值客户群
EN-00397,Carroll Dahlen,68.0,11894.0,174.91176470588235,1082.0,0.0,2024-12-31,2024-12-31,1,0.06284658040665435,19.348529411764705,21.0,Fashion,Fashion:77.9%、Auto & Accessories:11.8%、Home & Furniture:8.8%,50.0,47.0,58.0,155.0,1.0,0.7841024777582883,0.375,0.2857142857142857,0.22860492379835873,0.4444444444444445,0.1905999959691235,0.375,0.5708333333333333,0.5,0.8010731319554849,0.9191176470588234,0,高价值客户群
EN-0043,Reyes Christensen,43.0,6459.0,150.2093023255814,1065.0,16.0,2024-12-31,2024-12-15,1,0.04037558685446009,12.513953488372094,23.0,Fashion,Fashion:55.8%、Home & Furniture:25.6%、Auto & Accessories:18.6%,19.0,19.0,16.0,54.0,0.8504672897196262,0.45582845447189313,0.125,0.14285714285714285,0.049824150058616644,0.2361111111111111,0.025824482200321127,0.125,0.6375000000000001,0.16666666666666666,0.4253090299601927,1.0,4,低价值潜在流失客户群
EN-004346,Koch Vanderzanden,53.0,9521.0,179.64150943396226,1040.0,41.0,2024-12-31,2024-11-20,11,0.05096153846153846,22.41509433962264,19.0,Fashion,Fashion:79.2%、Home & Furniture:13.2%、Electronic:5.7%,39.0,41.0,46.0,126.0,0.6168224299065421,0.6468180303679376,0.0,0.5,0.0,0.674266247379455,0.24878460161298127,0.0,0.0,0.0,0.8232194458609554,0.8962264150943398,3,中等价值客户群
EN-00532,Kirby Nguyen,49.0,7773.0,158.6326530612245,1076.0,5.0,2024-12-31,2024-12-26,10,0.04553903345724907,11.544897959183674,23.0,Fashion,Fashion:61.2%、Home & Furniture:20.4%、Auto & Accessories:18.4%,23.0,14.0,30.0,67.0,0.9532710280373832,0.560660510574833,0.375,0.6428571428571428,0.33821805392731535,0.7330246913580247,0.14181519326933195,0.375,0.24166666666666667,0.5,0.5171906600478029,1.0,0,高价值客户群
EN-00537,Rodriguez Arntzen,77.0,10688.0,138.80519480519482,1080.0,1.0,2024-12-31,2024-12-30,3,0.0712962962962963,21.337662337662337,30.0,Home & Furniture,Home & Furniture:44.2%、Fashion:41.6%、Auto & Accessories:7.8%,61.0,56.0,61.0,178.0,0.9906542056074766,0.8532208001082242,0.375,0.3571428571428571,0.21277842907385697,0.40277777777777773,0.6294788748480025,0.375,0.5766666666666667,0.5,0.22733122733122735,0.6428571428571423,2,中高价值客户群
EN-00573,Ramsey Hansen,62.0,9511.0,153.40322580645162,1083.0,0.0,2024-12-31,2024-12-31,12,0.057248384118190214,13.235483870967743,24.0,Fashion,Fashion:69.4%、Auto & Accessories:21.0%、Home & Furniture:8.1%,24.0,20.0,32.0,76.0,1.0,0.7268875400004213,0.5,0.42857142857142855,0.4097303634232122,0.6516203703703702,0.3701120956900227,0.5,0.390625,0.6666666666666666,0.655260098808486,0.911290322580645,0,高价值客户群
EN-0059,Kelly Braden,96.0,15593.0,162.42708333333334,1079.0,2.0,2024-12-31,2024-12-29,1,0.08897126969416126,21.740624999999998,32.0,Fashion,Fashion:58.3%、Home & Furniture:20.8%、Auto & Accessories:12.5%,65.0,54.0,68.0,187.0,0.9813084112149533,0.954921073925711,0.25,0.42857142857142855,0.2637749120750293,0.8842592592592591,0.41750624599245023,0.25,0.83875,0.3333333333333333,0.4680930930930931,0.5416666666666661,1,低价值客户群
EN-008494,Hull Sperren,64.0,10592.0,165.5,1079.0,2.0,2024-12-31,2024-12-29,1,0.05931417979610751,22.0921875,21.0,Fashion,Fashion:75.0%、Home & Furniture:21.9%、Electronic:3.1%,48.0,45.0,57.0,150.0,0.9813084112149533,0.7492450325521867,0.375,0.5714285714285714,0.18522860492379833,0.3302469135802469,0.4517655239131748,0.375,0.5666666666666668,0.5,0.7511261261261262,1.0,0,高价值客户群
EN-0087,Hodge Moren,73.0,11194.0,153.34246575342465,1073.0,10.0,2024-12-31,2024-12-21,3,0.06803355079217148,11.494520547945205,27.0,Fashion,Fashion:60.3%、Home & Furniture:20.5%、Auto & Accessories:19.2%,27.0,21.0,36.0,84.0,0.9065420560747663,0.8285410749890258,0.25,0.42857142857142855,0.1846424384525205,0.5717592592592593,0.5367216582727397,0.25,0.25875,0.3333333333333333,0.501048994199679,1.0,1,低价值客户群
