Customer_ID,Customer_Name,Cluster,Segment,Region,Country,Gender,Age,Total_Sales,Total_Orders,Avg_Order_Value,Customer_Lifetime,Purchase_Frequency,Profit_Margin,Last_Purchase_Days_Ago,Engagement_Score,Favorite_Product,Unique_Products_Bought,Total_Sales_Percentile,Total_Sales_Grade,Avg_Order_Value_Percentile,Avg_Order_Value_Grade,Purchase_Frequency_Percentile,Purchase_Frequency_Grade,Personalized_Description
ER-001215,Best Venier,1,Consumer,East,United States,Female,30,10229.0,76,134.59,1065,0.0714,0.4015,16,163,Umbrellas,29,53.9622641509434,C,1.0062893081761006,E,79.18238993710692,B,客户 Best Venier (ER-001215) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Umbrellas。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
ER-00126,Murphy Bierner,1,Consumer,Central,France,Male,21,12654.0,76,166.5,1073,0.0708,0.4728,8,102,Jeans,31,87.16981132075472,A,86.66666666666667,A,77.9874213836478,B,客户 Murphy Bierner (ER-00126) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送。
ER-001379,Neal Gainer,0,Consumer,North,Mexico,Female,29,8964.0,62,144.58,1077,0.0576,0.4373,4,128,Casula Shoes,26,31.82389937106918,D,10.943396226415095,E,40.56603773584906,C,客户 Neal Gainer (ER-001379) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00140,Mills Collister,1,Consumer,Central Asia,India,Male,18,12690.0,82,154.76,1074,0.0764,0.4632,0,106,Sports Wear,22,87.42138364779875,A,44.0251572327044,C,88.49056603773585,A,客户 Mills Collister (ER-00140) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
ER-001411,Whitehead Pelletier,0,Corporate,Central,United States,Female,24,8795.0,59,149.07,1074,0.0549,0.4967,7,128,Formal Shoes,26,28.80503144654088,D,21.50943396226415,D,33.33333333333333,D,客户 Whitehead Pelletier (ER-001411) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00151,Marks Schneider,0,Home Office,East,United States,Male,40,6915.0,54,128.06,1040,0.0519,0.4378,10,54,Sneakers,28,6.918238993710692,E,0.25157232704402516,E,24.59119496855346,D,客户 Marks Schneider (ER-00151) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-001510,Castro Gelder,0,Corporate,Central,Honduras,Female,28,9705.0,62,156.53,1061,0.0584,0.4875,9,146,Running Shoes,24,45.28301886792453,C,50.880503144654085,C,43.39622641509434,C,客户 Castro Gelder (ER-001510) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00161,Montoya Ritter,1,Corporate,South,Spain,Female,18,9462.0,63,150.19,1077,0.0585,0.4809,4,141,Sneakers,24,41.06918238993711,C,26.037735849056602,D,43.77358490566038,C,客户 Montoya Ritter (ER-00161) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-001759,Petersen Pelletier,1,Corporate,Southeast Asia,Myanmar (Burma),Female,32,12033.0,72,167.12,1052,0.0684,0.4747,14,147,Jeans,28,80.25157232704403,A,88.0503144654088,A,72.26415094339622,B,客户 Petersen Pelletier (ER-001759) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送。
ER-001763,Meyers Pelletier,1,Corporate,West,United States,Female,19,14637.0,92,159.1,1077,0.0854,0.4627,4,210,Casula Shoes,29,97.61006289308176,A,60.12578616352201,B,97.35849056603773,A,客户 Meyers Pelletier (ER-001763) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Casula Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
ER-00185,Day Ferrer,0,Home Office,Africa,Madagascar,Male,25,8107.0,54,150.13,1081,0.05,0.4403,0,69,Shirts,28,18.679245283018865,E,25.91194968553459,D,19.119496855345915,E,客户 Day Ferrer (ER-00185) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ER-001942,Morin Zettner,0,Consumer,Central,Germany,Male,22,4491.0,36,124.75,1001,0.036,0.4399,8,46,Sneakers,22,0.37735849056603776,E,0.12578616352201258,E,1.7610062893081762,E,客户 Morin Zettner (ER-001942) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00213,Cameron Packer,0,Consumer,Central,United States,Male,51,7518.0,49,153.43,1080,0.0454,0.4326,1,47,Fossil Watch,20,11.19496855345912,E,39.24528301886793,D,10.440251572327044,E,客户 Cameron Packer (ER-00213) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
ER-002318,Tate Hightower,1,Corporate,Oceania,Australia,Male,63,12365.0,75,164.87,1047,0.0716,0.4755,34,78,Titak watch,28,83.39622641509435,A,81.88679245283019,A,80.44025157232704,A,客户 Tate Hightower (ER-002318) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
ER-00235,Nunez Lanier,1,Corporate,Oceania,Australia,Female,22,10869.0,66,164.68,1066,0.0619,0.4763,16,135,Jeans,27,66.0377358490566,B,81.13207547169812,A,54.52830188679245,C,客户 Nunez Lanier (ER-00235) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
ER-002645,Malone Jumper,0,Consumer,West,United States,Female,30,9586.0,60,159.77,1046,0.0574,0.4643,37,147,Formal Shoes,24,43.522012578616355,C,62.76729559748427,B,39.937106918238996,D,客户 Malone Jumper (ER-002645) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-002649,Callahan Ritter,0,Consumer,North Asia,China,Female,53,9233.0,54,170.98,1069,0.0505,0.4882,9,121,Sports Wear,23,37.16981132075471,D,93.71069182389937,A,20.251572327044027,D,客户 Callahan Ritter (ER-002649) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
ER-002681,Campos Reiter,1,Corporate,EMEA,Russia,Male,26,11552.0,74,156.11,1047,0.0707,0.4568,3,104,Formal Shoes,31,74.90566037735849,B,49.056603773584904,C,77.73584905660378,B,客户 Campos Reiter (ER-002681) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00292,Holland Foster,0,Corporate,Southeast Asia,Indonesia,Female,37,8891.0,57,155.98,1078,0.0529,0.4713,3,121,Shirts,22,30.440251572327043,D,48.55345911949686,C,27.861635220125784,D,客户 Holland Foster (ER-00292) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ER-002968,Terry Frazer,1,Corporate,Africa,Democratic Republic of the Congo,Female,44,11755.0,77,152.66,1035,0.0744,0.4301,46,175,Running Shoes,23,76.9811320754717,B,35.91194968553459,D,85.9119496855346,A,客户 Terry Frazer (ER-002968) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
ER-00302,Gray Boeckenhauer,1,Consumer,North Asia,China,Male,54,10656.0,67,159.04,1081,0.062,0.4538,2,77,Formal Shoes,27,62.38993710691824,B,59.74842767295597,C,55.40880503144654,C,客户 Gray Boeckenhauer (ER-00302) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00303,Buck Webber,0,Consumer,Africa,Tanzania,Male,18,10518.0,65,161.82,1066,0.061,0.4695,16,85,T - Shirts,23,60.0,B,70.75471698113208,B,51.38364779874214,C,客户 Buck Webber (ER-00303) 属于第 0 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00328,Meadows Wiener,1,Consumer,Southeast Asia,Indonesia,Male,49,13378.0,80,167.22,1074,0.0745,0.4743,7,95,Suits,26,92.70440251572327,A,88.42767295597484,A,86.22641509433963,A,客户 Meadows Wiener (ER-00328) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
ER-003746,Curtis Fuller,0,Consumer,Africa,Nigeria,Female,36,9974.0,58,171.97,1028,0.0564,0.4718,46,126,T - Shirts,25,49.308176100628934,C,94.84276729559748,A,37.42138364779874,D,客户 Curtis Fuller (ER-003746) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00383,Turner Becker,0,Consumer,Southeast Asia,Vietnam,Male,35,7382.0,43,171.67,1079,0.0399,0.5012,3,44,Jeans,22,10.18867924528302,E,94.59119496855347,A,3.89937106918239,E,客户 Turner Becker (ER-00383) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00402,Drake Macallister,0,Consumer,Central,France,Female,22,10188.0,66,154.36,1015,0.065,0.4621,36,136,Beds,25,52.893081761006286,C,42.138364779874216,C,65.09433962264151,B,客户 Drake Macallister (ER-00402) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Beds。 产品涉猎广泛，购买过多种不同类型的产品。
ER-0041,Strong Schoenberger,0,Corporate,West,United States,Male,22,7240.0,49,147.76,1041,0.0471,0.4584,40,61,Formal Shoes,26,8.80503144654088,E,17.232704402515722,E,14.276729559748427,E,客户 Strong Schoenberger (ER-0041) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00419,Marquez Miller,1,Home Office,Central,Germany,Male,24,12015.0,82,146.52,1071,0.0766,0.4602,10,107,Formal Shoes,37,80.12578616352202,A,14.339622641509434,E,88.80503144654088,A,客户 Marquez Miller (ER-00419) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
ER-00425,Woodard Pippenger,0,Home Office,Oceania,New Zealand,Female,37,6483.0,41,158.12,1033,0.0397,0.4764,16,83,Running Shoes,20,4.528301886792453,E,56.60377358490566,C,3.5849056603773586,E,客户 Woodard Pippenger (ER-00425) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Running Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-004278,Cummings Haushalter,0,Consumer,Central,United States,Female,22,8517.0,53,160.7,1066,0.0497,0.4732,7,120,Sneakers,17,24.150943396226417,D,65.9119496855346,B,18.61635220125786,E,客户 Cummings Haushalter (ER-004278) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00440,Diaz Bühler,1,Home Office,South,Spain,Male,26,11031.0,65,169.71,1078,0.0603,0.4638,0,80,Jeans,24,69.18238993710692,B,92.32704402515724,A,49.056603773584904,C,客户 Diaz Bühler (ER-00440) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00444,Walters Fritzler,1,Corporate,North,Mexico,Male,24,11862.0,72,164.75,1078,0.0668,0.474,1,95,Titak watch,24,77.86163522012579,B,81.32075471698114,A,69.24528301886792,B,客户 Walters Fritzler (ER-00444) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00449,Carey Roper,0,Consumer,Central,El Salvador,Male,29,8710.0,59,147.63,1062,0.0556,0.4537,16,63,Formal Shoes,25,27.232704402515722,D,16.729559748427672,E,34.77987421383648,D,客户 Carey Roper (ER-00449) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00458,Roberts Bavinger,1,Consumer,Southeast Asia,Indonesia,Male,26,13468.0,91,148.0,1073,0.0848,0.4319,8,133,Formal Shoes,39,93.33333333333333,A,17.735849056603772,E,96.98113207547169,A,客户 Roberts Bavinger (ER-00458) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
ER-0046,Russo Webber,1,Consumer,East,United States,Male,19,11124.0,67,166.03,1065,0.0629,0.4732,16,88,T - Shirts,33,70.44025157232704,B,85.66037735849056,A,58.42767295597484,C,客户 Russo Webber (ER-0046) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：T - Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00463,Grant Collister,0,Corporate,Central Asia,Bangladesh,Male,26,6729.0,43,156.49,1075,0.04,0.4785,8,59,Titak watch,23,5.786163522012579,E,50.691823899371066,C,4.088050314465408,E,客户 Grant Collister (ER-00463) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00487,Pruitt Reiter,1,Consumer,South,Spain,Male,19,12613.0,88,143.33,1071,0.0822,0.4346,10,133,Fossil Watch,32,86.79245283018868,A,8.80503144654088,E,95.59748427672956,A,客户 Pruitt Reiter (ER-00487) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买频率高，复购行为明显。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务。
ER-00519,Wade Fritzler,0,Home Office,South,United States,Female,45,9231.0,57,161.95,997,0.0572,0.4795,46,126,Formal Shoes,23,36.9811320754717,D,71.25786163522012,B,39.18238993710692,D,客户 Wade Fritzler (ER-00519) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00522,Mcmillan Weimer,1,Corporate,South,Brazil,Female,31,10631.0,67,158.67,1077,0.0622,0.4575,5,142,Shoe Rack,25,61.76100628930817,B,58.679245283018865,C,56.60377358490566,C,客户 Mcmillan Weimer (ER-00522) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shoe Rack。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00571,Mcknight Webber,1,Consumer,Central,France,Female,28,9404.0,63,149.27,1065,0.0592,0.478,16,134,Jeans,28,39.87421383647799,D,22.641509433962266,D,45.911949685534594,C,客户 Mcknight Webber (ER-00571) 属于第 1 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Jeans。 产品涉猎广泛，购买过多种不同类型的产品。
ER-005865,Wagner Crier,1,Consumer,East,United States,Female,23,13137.0,79,166.29,1066,0.0741,0.4674,16,168,Titak watch,29,91.57232704402516,A,86.16352201257862,A,85.15723270440252,A,客户 Wagner Crier (ER-005865) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 购买力强，平均订单价值较高。 购买频率高，复购行为明显。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；推荐忠诚度计划和定期购服务；邀请参与产品评测和新品试用。
ER-00621,Wilcox Miller,1,Corporate,West,United States,Female,31,12053.0,77,156.53,1077,0.0715,0.4872,4,164,Fossil Watch,31,80.62893081761007,A,50.880503144654085,C,79.87421383647799,B,客户 Wilcox Miller (ER-00621) 属于第 1 类用户群体。 这是一位高价值客户，总消费金额排在前20%。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：提供VIP专属服务和优先配送；邀请参与产品评测和新品试用。
ER-00641,Gomez Carter,0,Corporate,Central,Germany,Female,20,7056.0,46,153.39,1057,0.0435,0.4733,16,110,Sneakers,18,7.9245283018867925,E,38.80503144654088,D,7.421383647798742,E,客户 Gomez Carter (ER-00641) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00651,Fleming Foster,0,Consumer,Southeast Asia,Indonesia,Female,39,5782.0,35,165.2,1052,0.0333,0.4883,31,79,Titak watch,17,1.8867924528301887,E,83.77358490566039,A,0.6918238993710693,E,客户 Fleming Foster (ER-00651) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 购买力强，平均订单价值较高。 最常购买的产品是：Titak watch。 产品涉猎广泛，购买过多种不同类型的产品。
ER-006548,Mendoza Fisher,0,Consumer,South,Spain,Female,31,9557.0,60,159.28,1021,0.0588,0.4555,1,145,Formal Shoes,20,42.89308176100629,C,61.50943396226415,B,44.716981132075475,C,客户 Mendoza Fisher (ER-006548) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Formal Shoes。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00679,Hardy Greer,1,Corporate,North Asia,China,Male,25,11552.0,75,154.03,1071,0.07,0.4546,11,83,Suits,27,74.90566037735849,B,41.0062893081761,C,75.72327044025158,B,客户 Hardy Greer (ER-00679) 属于第 1 类用户群体。 这是一位中高价值客户，消费金额较为可观。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
ER-006978,Douglas Foster,0,Corporate,Central,France,Male,27,7381.0,53,139.26,1069,0.0496,0.4274,12,68,Sports Wear,27,10.062893081761008,E,3.7735849056603774,E,18.49056603773585,E,客户 Douglas Foster (ER-006978) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sports Wear。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00717,Blackburn Tyler,0,Corporate,South,Brazil,Female,22,9380.0,64,146.56,1065,0.0601,0.4767,16,135,Sneakers,25,39.37106918238994,D,14.465408805031446,E,48.36477987421384,C,客户 Blackburn Tyler (ER-00717) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Sneakers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00761,Calhoun Poirier,1,Consumer,West,United States,Male,18,10422.0,72,144.75,1073,0.0671,0.4178,10,109,Car Body Covers,29,57.10691823899371,C,11.069182389937108,E,70.062893081761,B,客户 Calhoun Poirier (ER-00761) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Car Body Covers。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00767,Rich Ratner,0,Consumer,North,Mexico,Male,20,10050.0,67,150.0,1066,0.0629,0.4565,15,75,Fossil Watch,26,50.81761006289308,C,24.90566037735849,D,58.42767295597484,C,客户 Rich Ratner (ER-00767) 属于第 0 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Fossil Watch。 产品涉猎广泛，购买过多种不同类型的产品。
ER-007702,Pitts Miller,1,Consumer,Oceania,Australia,Female,22,9739.0,63,154.59,1080,0.0583,0.4602,1,141,Suits,27,45.534591194968556,C,43.20754716981132,C,43.08176100628931,C,客户 Pitts Miller (ER-007702) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00787,Nichols Collister,0,Consumer,West,United States,Male,33,8942.0,60,149.03,1007,0.0596,0.4645,74,62,Suits,27,31.19496855345912,D,21.38364779874214,D,46.918238993710695,C,客户 Nichols Collister (ER-00787) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 较为活跃，最近90天内有过购买。 最常购买的产品是：Suits。 产品涉猎广泛，购买过多种不同类型的产品。
ER-007993,Jennings Gardner,1,Consumer,EMEA,United Arab Emirates,Female,25,10454.0,64,163.34,1079,0.0593,0.465,2,150,Shoe Rack,25,57.61006289308176,C,76.10062893081762,B,46.41509433962264,C,客户 Jennings Gardner (ER-007993) 属于第 1 类用户群体。 这是一位中等价值客户。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 互动积极，经常浏览、点赞和分享产品。 最常购买的产品是：Shoe Rack。 产品涉猎广泛，购买过多种不同类型的产品。 营销建议：邀请参与产品评测和新品试用。
ER-00816,Williamson Dryer,0,Corporate,Central,El Salvador,Female,28,8351.0,56,149.12,1075,0.0521,0.4575,6,113,Shirts,23,22.51572327044025,D,21.949685534591197,D,25.28301886792453,D,客户 Williamson Dryer (ER-00816) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shirts。 产品涉猎广泛，购买过多种不同类型的产品。
ER-00822,Combs Ober,0,Consumer,South,Chile,Female,19,7028.0,51,137.8,1060,0.0481,0.435,6,108,Shoe Rack,25,7.672955974842767,E,2.8930817610062896,E,15.59748427672956,E,客户 Combs Ober (ER-00822) 属于第 0 类用户群体。 这是一位低价值客户，有较大的提升空间。 客户关系已维持超过1年，属于长期忠实客户。 近期活跃，最近30天内有过购买。 最常购买的产品是：Shoe Rack。 产品涉猎广泛，购买过多种不同类型的产品。
