Customer ID,Customer Name,Segment,Country,Region,City,State,Gender,Age,Age Group,Education,Marital Status,Total_Orders,Total_Quantity,Total_Sales,Total_Profit,Total_Discount_Amount,Total_Net_Sales,Total_Shipping_Cost,Avg_Discount,First_Purchase_Date,Last_Purchase_Date,Customer_Lifetime_Days,Purchase_Days,Avg_Purchase_Interval_Days,Favorite_Product,Unique_Products_Purchased,Avg_Browsing_Time,Total_Likes,Total_Shares,Total_Add_to_Cart,Total_Engagement_Score,Critical_Orders,High_Orders,Low_Orders,Medium_Orders,Month_1_Orders,Month_2_Orders,Month_3_Orders,Month_4_Orders,Month_5_Orders,Month_6_Orders,Month_7_Orders,Month_8_Orders,Month_9_Orders,Month_10_Orders,Month_11_Orders,Month_12_Orders,Avg_Order_Value,Avg_Order_Profit,Avg_Order_Quantity,Profit_Margin,Shipping_Cost_Ratio,Discount_Ratio,Purchase_Frequency,Browsing_Time_per_Order,Days_Since_Last_Purchase,Monetary_Value,Purchase_Frequency_RFM,Cluster
DT-00480,Lawrence Degenhardt,Corporate,United States,East,New York City,New York,Female,34,25-34,Bachelor,Married,84,247.0,13864.0,6830.6,434.23,13429.77,683.0,0.0311904761904761,2022-01-16,2024-12-30,1079,72,13.0,Titak watch,24,22.55595238095238,66,61,68,195,1,17,2,64,5,7,7,6,12,5,5,5,5,11,8,8,165.05,81.32,2.94,0.4927,0.0493,0.0313,0.0778,22.56,1,13864.0,84,0
DT-00511,Glass Schmidt,Home Office,Mexico,North,Tlalpan,Distrito Federal,Female,39,35-49,Master,Married,56,154.0,8552.0,3969.1,263.2,8288.8,396.8,0.0308928571428571,2022-01-15,2024-12-15,1065,48,19.363636363636363,T - Shirts,27,20.65892857142857,35,35,46,116,5,24,1,26,8,8,6,7,7,5,0,5,3,1,2,4,152.71,70.88,2.75,0.4641,0.0464,0.0308,0.0526,20.66,16,8552.0,56,3
DT-00578,Roach Wendt,Corporate,Iran,EMEA,Qom,Qom,Female,57,50-64,Doctorate,Married,69,209.0,10333.0,4755.7,294.69,10038.31,475.5,0.0281159420289855,2022-01-15,2024-12-22,1072,59,15.764705882352942,Jeans,25,19.4536231884058,50,46,52,148,12,5,8,44,5,4,6,6,8,4,5,5,9,4,6,7,149.75,68.92,3.03,0.4602,0.046,0.0285,0.0644,19.45,9,10333.0,69,0
DT-00927,Blake Kastensmidt,Home Office,China,North Asia,Xining,Qinghai,Female,46,35-49,Doctorate,Married,57,171.0,9411.0,4608.3,285.31,9125.69,461.0,0.0308771929824561,2022-01-15,2024-11-15,1035,47,18.482142857142858,Jeans,22,21.5280701754386,41,37,40,118,1,28,4,24,8,6,2,4,4,9,10,5,1,1,5,2,165.11,80.85,3.0,0.4897,0.049,0.0303,0.0551,21.53,46,9411.0,57,4
DY-00162,Lindsey Kennedy,Corporate,Indonesia,Southeast Asia,Jakarta,Jakarta,Female,26,25-34,Master,Married,53,145.0,8120.0,3857.1,258.0,7862.0,385.5,0.030754716981132,2022-01-15,2024-12-29,1079,47,20.75,Fossil Watch,23,21.233962264150943,33,38,39,110,9,11,1,32,1,3,6,4,2,5,1,5,8,8,6,4,153.21,72.78,2.74,0.475,0.0475,0.0318,0.0491,21.23,2,8120.0,53,3
DY-001978,Vaughn Grady,Consumer,Turkey,EMEA,Mamak,Ankara,Female,31,25-34,Bachelor,Married,66,196.0,11102.0,5297.4,338.54,10763.46,529.8,0.03,2022-01-19,2024-12-31,1077,57,16.56923076923077,T - Shirts,29,20.75151515151515,46,43,45,134,6,13,0,47,7,5,5,7,8,3,3,12,5,6,2,3,168.21,80.26,2.97,0.4772,0.0477,0.0305,0.0613,20.75,0,11102.0,66,0
DY-00287,Bush Grady,Corporate,Norway,North,Oslo,Oslo,Male,29,25-34,Bachelor,Single,62,184.0,9754.0,4628.5,296.51,9457.49,462.9,0.0314516129032258,2022-01-29,2024-12-15,1051,53,17.229508196721312,Running Shoes,26,14.537096774193548,31,31,34,96,11,11,0,40,3,2,4,7,9,7,5,7,6,4,3,5,157.32,74.65,2.97,0.4745,0.0475,0.0304,0.059,14.54,16,9754.0,62,1
DY-004754,Parks Grady,Corporate,Italy,South,Brindisi,Apulia,Female,70,65+,Doctorate,Single,56,156.0,8784.0,4131.7,260.71,8523.29,413.3,0.0296428571428571,2022-01-15,2024-12-15,1065,45,19.363636363636363,Bed Sheets,25,20.79642857142857,44,40,46,130,4,20,0,32,4,4,8,10,3,8,2,5,1,3,2,6,156.86,73.78,2.79,0.4704,0.0471,0.0297,0.0526,20.8,16,8784.0,56,3
DY-00797,Guerrero Kennedy,Corporate,United States,West,Los Angeles,California,Female,37,35-49,Master,Married,71,215.0,10917.0,5267.7,304.41,10612.59,527.0,0.0297183098591549,2022-01-14,2024-12-28,1079,58,15.414285714285716,T - Shirts,26,22.44929577464789,51,52,56,159,17,15,7,32,7,6,7,6,2,9,3,7,5,4,6,9,153.76,74.19,3.03,0.4825,0.0483,0.0279,0.0658,22.45,3,10917.0,71,0
DY-00897,Mccarthy Kennedy,Home Office,Mexico,North,Coacalco,México,Male,23,18-24,High School,Single,76,216.0,11553.0,5450.6,315.97,11237.03,544.8,0.0280263157894736,2022-01-15,2024-11-18,1038,60,13.84,Sneakers,29,13.221052631578948,28,25,43,96,12,14,1,49,8,7,4,11,7,3,5,5,5,7,10,4,152.01,71.72,2.84,0.4718,0.0472,0.0273,0.0732,13.22,43,11553.0,76,2
E--001385,Pearson Fortune-,Corporate,Guatemala,Central,Chimaltenango,Chimaltenango,Female,18,18-24,High School,Married,64,187.0,10188.0,4760.0,308.53000000000003,9879.47,476.2,0.02875,2022-01-30,2024-12-18,1053,54,16.714285714285715,Formal Shoes,30,21.371875,46,47,50,143,8,15,0,41,6,6,6,8,6,4,5,3,4,8,4,4,159.19,74.38,2.92,0.4672,0.0467,0.0303,0.0608,21.37,13,10188.0,64,0
ED-0011,Johns Reed,Corporate,Taiwan,North Asia,Taipei,Taipei City,Male,43,35-49,Master,Single,84,250.0,13157.0,6310.2,385.39,12771.61,631.0,0.0288095238095238,2022-01-15,2024-12-28,1078,72,12.987951807228916,Sports Wear,30,13.121428571428572,32,27,40,99,10,16,1,57,5,5,6,7,5,6,7,7,13,7,11,5,156.63,75.12,2.98,0.4796,0.048,0.0293,0.0779,13.12,3,13157.0,84,2
ED-0029,Everett Sweed,Consumer,Nicaragua,Central,Chinandega,Chinandega,Male,57,50-64,Doctorate,Single,65,176.0,9936.0,4778.9,274.43,9661.57,478.3,0.0272307692307692,2022-01-15,2024-12-26,1076,58,16.8125,Sneakers,31,13.40153846153846,26,12,30,68,7,12,7,39,10,1,2,5,4,5,3,6,9,6,7,7,152.86,73.52,2.71,0.481,0.0481,0.0276,0.0604,13.4,5,9936.0,65,2
EE-001263,Briggs Lee,Consumer,United States,Central,Kirkwood,Missouri,Male,20,18-24,High School,Single,71,219.0,10153.0,4512.6,320.33,9832.67,451.6,0.0307042253521126,2022-01-24,2024-12-15,1056,64,15.085714285714284,Casula Shoes,28,12.852112676056338,28,23,34,85,5,19,4,43,3,6,8,3,9,5,3,10,7,10,2,5,143.0,63.56,3.08,0.4445,0.0445,0.0316,0.0672,12.85,16,10153.0,71,2
EE-001518,Mcguire Mcvee,Consumer,Indonesia,Southeast Asia,Jakarta,Jakarta,Female,66,65+,Doctorate,Married,60,165.0,9183.0,4022.0,278.24,8904.76,402.5,0.0305,2022-01-14,2024-12-15,1066,56,18.06779661016949,Suits,24,21.75,43,41,48,132,2,17,6,35,7,4,3,6,2,5,9,6,5,2,5,6,153.05,67.03,2.75,0.438,0.0438,0.0303,0.0563,21.75,16,9183.0,60,3
EE-0034,Norton Magee,Corporate,United States,West,Henderson,Nevada,Male,43,35-49,Master,Married,58,186.0,9358.0,4259.6,259.07,9098.93,426.0,0.028103448275862,2022-01-17,2024-12-15,1063,50,18.649122807017545,Fossil Watch,27,13.039655172413791,19,17,25,61,2,19,3,34,6,2,6,5,3,7,5,1,5,7,9,2,161.34,73.44,3.21,0.4552,0.0455,0.0277,0.0546,13.04,16,9358.0,58,1
EE-00395,Clarke Mcafee,Consumer,Mexico,North,Tlalnepantla,México,Male,66,65+,Doctorate,Single,79,218.0,12573.0,5942.8,373.77,12199.23,594.6,0.0291139240506329,2022-01-15,2024-12-31,1081,70,13.85897435897436,Sneakers,26,13.9253164556962,28,25,42,95,5,23,2,49,5,6,8,4,5,7,1,10,9,9,7,8,159.15,75.23,2.76,0.4727,0.0473,0.0297,0.0731,13.93,0,12573.0,79,2
EE-00591,Pratt Lee,Corporate,Egypt,Africa,Hurghada,Al Bahr Al Ahmar,Male,26,25-34,Associate Degree,Married,86,254.0,13667.0,6493.2,398.07,13268.93,649.4,0.0291860465116279,2022-01-15,2024-11-20,1040,68,12.235294117647058,Titak watch,28,13.397674418604652,42,30,51,123,11,32,7,36,8,11,13,5,7,9,6,4,4,8,5,6,158.92,75.5,2.95,0.4751,0.0475,0.0291,0.0827,13.4,41,13667.0,86,2
EE-007166,Klein Lee,Consumer,Kenya,Africa,Nairobi,Nairobi,Female,18,18-24,High School,Single,55,133.0,8566.0,4184.6,262.17,8303.83,419.0,0.0325454545454545,2022-01-15,2024-12-15,1065,48,19.72222222222222,Shirts,22,21.180000000000003,45,43,43,131,3,13,1,38,4,2,6,4,7,4,0,4,8,6,6,4,155.75,76.08,2.42,0.4885,0.0489,0.0306,0.0516,21.18,16,8566.0,55,3
EK-001787,Mueller Pistek,Home Office,Russia,EMEA,Ufa,Bashkortostan,Male,24,18-24,High School,Married,62,187.0,9479.0,4213.1,312.49,9166.51,421.3,0.0314516129032258,2022-01-13,2024-12-22,1074,54,17.60655737704918,Suits,26,13.187096774193549,22,12,35,69,4,13,5,40,3,6,7,3,7,4,4,4,7,6,5,6,152.89,67.95,3.02,0.4445,0.0444,0.033,0.0577,13.19,9,9479.0,62,1
EK-002836,Hamilton Bzostek,Corporate,Germany,Central,Munich,Bavaria,Female,30,25-34,Bachelor,Single,63,176.0,10068.0,4540.8,325.93,9742.07,454.2,0.0309523809523809,2022-01-13,2024-11-29,1051,57,16.951612903225808,Fossil Watch,26,23.15396825396825,45,39,46,130,1,17,6,39,7,2,7,6,6,7,3,5,2,3,8,7,159.81,72.08,2.79,0.451,0.0451,0.0324,0.0599,23.15,32,10068.0,63,3
EK-00479,Kemp Pistek,Consumer,China,North Asia,Xuzhou,Jiangsu,Male,34,25-34,Bachelor,Married,78,237.0,12056.0,5306.3,383.5,11672.5,530.9,0.0323076923076923,2022-01-15,2024-12-15,1065,63,13.831168831168831,Car & Bike Care,31,12.91153846153846,33,32,50,115,4,26,3,45,5,3,7,7,10,8,10,6,5,5,2,10,154.56,68.03,3.04,0.4401,0.044,0.0318,0.0732,12.91,16,12056.0,78,2
EL-001524,Ellis Carmichael,Consumer,Mexico,North,Tijuana,Baja California,Female,24,18-24,Associate Degree,Married,97,279.0,16174.0,7891.9,513.48,15660.52,789.7,0.031340206185567,2022-01-15,2024-12-27,1077,76,11.21875,Fossil Watch,26,21.72783505154639,74,68,78,220,5,25,3,64,8,7,9,12,10,8,14,4,4,5,9,7,166.74,81.36,2.88,0.4879,0.0488,0.0317,0.0901,21.73,4,16174.0,97,0
EL-00245,Velasquez Staebel,Consumer,Italy,South,Ravenna,Emilia-Romagna,Female,30,25-34,Bachelor,Married,68,210.0,10159.0,4506.7,302.39,9856.61,450.8,0.0295588235294117,2022-01-15,2024-12-22,1072,57,16.0,Fossil Watch,31,20.63088235294118,49,51,55,155,6,14,0,48,7,4,7,0,6,10,4,5,6,7,7,5,149.4,66.27,3.09,0.4436,0.0444,0.0298,0.0634,20.63,9,10159.0,68,0
EL-002980,Valdez Heidel,Consumer,United States,Central,Houston,Texas,Male,18,18-24,High School,Single,64,191.0,10447.0,4891.7,328.86,10118.14,488.5,0.03203125,2022-01-18,2024-12-15,1062,58,16.857142857142858,Titak watch,26,12.2984375,26,20,33,79,3,24,3,34,7,6,5,7,4,8,6,3,4,7,3,4,163.23,76.43,2.98,0.4682,0.0468,0.0315,0.0603,12.3,16,10447.0,64,2
EL-002991,Shepherd Patel,Corporate,United States,West,San Francisco,California,Female,45,35-49,Master,Married,50,151.0,8343.0,4075.5,249.33,8093.67,407.5,0.0282,2022-01-15,2024-11-29,1049,43,21.40816326530612,Formal Shoes,23,21.066,32,32,37,101,3,24,1,22,4,2,2,5,5,5,5,4,5,7,5,1,166.86,81.51,3.02,0.4885,0.0488,0.0299,0.0477,21.07,32,8343.0,50,3
EL-00344,Sandoval Kimmel,Consumer,United States,South,Louisville,Kentucky,Male,18,18-24,High School,Single,53,151.0,7521.0,3430.8,216.14,7304.86,343.2,0.030188679245283,2022-02-13,2024-11-15,1006,47,19.346153846153847,Sneakers,27,14.29433962264151,22,18,29,69,6,15,3,29,2,4,3,6,7,5,5,4,3,5,4,5,141.91,64.73,2.85,0.4562,0.0456,0.0287,0.0527,14.29,46,7521.0,53,4
EL-00737,Shaffer O'Connel,Corporate,Ukraine,EMEA,Kramators'k,Donetsk,Female,49,35-49,Doctorate,Married,66,210.0,11316.0,5327.4,328.14,10987.86,533.3,0.03,2022-01-13,2024-12-15,1067,56,16.415384615384614,Casula Shoes,26,22.71363636363636,43,37,50,130,0,22,11,33,8,3,4,5,10,3,6,5,9,4,4,5,171.45,80.72,3.18,0.4708,0.0471,0.029,0.0619,22.71,16,11316.0,66,0
EN-00105,Sexton Sorensen,Consumer,Turkey,EMEA,Izmir,Izmir,Female,26,25-34,Master,Married,73,219.0,10913.0,4873.7,303.37,10609.63,487.3,0.0271232876712328,2022-02-15,2024-12-18,1037,56,14.40277777777778,Suits,30,22.14383561643836,61,52,58,171,5,19,1,48,1,5,5,8,2,7,8,13,8,3,5,8,149.49,66.76,3.0,0.4466,0.0447,0.0278,0.0704,22.14,13,10913.0,73,0
EN-001212,Salinas Reiten,Corporate,Honduras,Central,Tegucigalpa,Francisco Morazán,Male,21,18-24,Associate Degree,Single,53,145.0,7937.0,3657.7,232.44,7704.56,365.8,0.0294339622641509,2022-01-15,2024-12-26,1076,47,20.692307692307693,Sneakers,21,12.747169811320756,20,12,33,65,1,14,11,27,4,5,1,8,4,5,4,0,6,3,4,9,149.75,69.01,2.74,0.4608,0.0461,0.0293,0.0493,12.75,5,7937.0,53,1
EN-00131,Hebert Wooten,Home Office,France,Central,Marseille,Provence-Alpes-Côte d'Azur,Male,24,18-24,Bachelor,Single,68,216.0,11179.0,5311.9,305.47,10873.53,531.4,0.0277941176470588,2022-01-15,2024-12-30,1080,55,16.119402985074625,Sports Wear,35,14.085294117647058,31,22,33,86,9,14,7,38,7,6,5,6,4,2,7,6,6,8,5,6,164.4,78.12,3.18,0.4752,0.0475,0.0273,0.063,14.09,1,11179.0,68,2
EN-00134,Schneider Hansen,Corporate,France,Central,Ivry-sur-Seine,Ile-de-France,Male,20,18-24,High School,Single,66,208.0,9004.0,4156.7,268.37,8735.63,415.8,0.0304545454545454,2022-01-15,2024-12-15,1065,56,16.384615384615383,Sports Wear,30,13.77121212121212,28,26,36,90,10,22,0,34,5,10,6,5,2,3,4,6,4,7,7,7,136.42,62.98,3.15,0.4617,0.0462,0.0298,0.062,13.77,16,9004.0,66,2
EN-001400,Ware Nguyen,Corporate,Honduras,Central,Tegucigalpa,Francisco Morazán,Female,18,18-24,High School,Married,77,220.0,11698.0,5536.9,351.69,11346.31,553.8,0.0289610389610389,2022-01-15,2024-12-25,1075,68,14.144736842105264,Fossil Watch,28,22.6974025974026,60,55,67,182,3,16,1,57,5,3,9,7,9,8,1,4,9,6,6,10,151.92,71.91,2.86,0.4733,0.0473,0.0301,0.0716,22.7,6,11698.0,77,0
EN-001455,Skinner Nguyen,Corporate,Germany,Central,Norderstedt,Schleswig-Holstein,Female,19,18-24,High School,Single,94,271.0,15332.0,7269.1,475.42,14856.58,726.8,0.0302127659574468,2022-01-20,2024-12-20,1065,76,11.451612903225806,Running Shoes,32,21.49042553191489,66,69,77,212,4,30,13,47,5,8,10,6,4,12,11,6,9,6,13,4,163.11,77.33,2.88,0.4741,0.0474,0.031,0.0883,21.49,11,15332.0,94,0
EN-00174,Hale Goldenen,Consumer,Netherlands,Central,Eindhoven,North Brabant,Male,25,25-34,Associate Degree,Married,58,176.0,8299.0,3764.7,265.99,8033.01,376.7,0.0322413793103448,2022-01-31,2024-12-28,1062,50,18.63157894736842,Sneakers,30,12.41206896551724,22,19,29,70,12,17,2,27,2,3,5,5,7,5,2,8,6,4,5,6,143.09,64.91,3.03,0.4536,0.0454,0.0321,0.0546,12.41,3,8299.0,58,1
EN-001809,Thornton Holden,Corporate,United States,West,Long Beach,California,Male,41,35-49,Master,Married,55,162.0,7865.0,3701.0,217.23,7647.77,370.1,0.0287272727272727,2022-01-24,2024-12-26,1067,49,19.75925925925926,Speakers,27,12.778181818181816,29,17,32,78,9,12,2,32,4,9,4,5,7,2,2,8,3,2,4,5,143.0,67.29,2.95,0.4706,0.0471,0.0276,0.0515,12.78,5,7865.0,55,1
EN-001825,Rice Clasen,Consumer,Australia,Oceania,Tamworth,New South Wales,Male,48,35-49,Doctorate,Married,55,172.0,7839.0,3380.2,232.31,7606.69,338.1,0.0301818181818181,2022-01-19,2024-12-28,1074,51,19.88888888888889,Sports Wear,25,12.776363636363635,28,16,34,78,2,23,3,27,2,5,4,8,2,6,4,3,6,8,3,4,142.53,61.46,3.13,0.4312,0.0431,0.0296,0.0512,12.78,3,7839.0,55,1
EN-00210,Mullins Hansen,Consumer,France,Central,Bordeaux,Aquitaine,Male,19,18-24,Associate Degree,Single,57,162.0,7457.0,3246.4,215.73,7241.27,324.6,0.0308771929824561,2022-01-15,2024-12-22,1072,49,19.142857142857142,Casula Shoes,25,13.75438596491228,22,22,31,75,10,17,0,30,5,3,1,7,3,7,4,7,4,5,6,5,130.82,56.95,2.84,0.4353,0.0435,0.0289,0.0532,13.75,9,7457.0,57,1
EN-00248,Leonard Hallsten,Corporate,Switzerland,Central,Basel,Basel-Stadt,Female,70,65+,Doctorate,Married,85,236.0,12683.0,5974.3,362.61,12320.39,597.8,0.0287058823529411,2022-01-15,2024-12-26,1076,75,12.80952380952381,Formal Shoes,26,20.90235294117647,59,59,66,184,11,12,12,50,3,7,9,4,7,7,12,8,5,7,8,8,149.21,70.29,2.78,0.471,0.0471,0.0286,0.079,20.9,5,12683.0,85,0
EN-002507,Craig Gjertsen,Consumer,United States,West,Los Angeles,California,Male,33,25-34,Bachelor,Single,55,145.0,8848.0,4100.6,281.79,8566.21,410.1,0.0325454545454545,2022-01-15,2024-12-15,1065,49,19.72222222222222,Suits,23,12.46181818181818,27,15,27,69,0,11,1,43,2,5,4,6,4,5,3,5,3,5,11,2,160.87,74.56,2.64,0.4634,0.0463,0.0318,0.0516,12.46,16,8848.0,55,1
EN-00259,Warren Chen,Home Office,Iran,EMEA,Malayer,Hamadan,Female,24,18-24,Bachelor,Single,70,212.0,10721.0,5073.0,321.15,10399.85,507.4,0.0292857142857142,2022-01-28,2024-11-21,1028,60,14.898550724637682,Formal Shoes,20,21.29857142857143,55,53,58,166,2,10,1,57,8,5,9,3,6,2,8,2,9,8,5,5,153.16,72.47,3.03,0.4732,0.0473,0.03,0.0681,21.3,40,10721.0,70,4
EN-00268,Snyder Dahlen,Consumer,Italy,South,Florence,Tuscany,Male,22,18-24,High School,Married,67,182.0,10417.0,5404.1,296.46,10120.54,540.5,0.0295522388059701,2022-02-15,2024-12-25,1044,59,15.818181818181818,Sneakers,31,13.577611940298508,27,18,35,80,7,33,4,23,8,5,7,5,7,3,7,7,6,4,5,3,155.48,80.66,2.72,0.5188,0.0519,0.0285,0.0642,13.58,6,10417.0,67,2
EN-00282,Hunt Cohen,Consumer,United States,East,New York City,New York,Male,18,18-24,High School,Single,87,238.0,12885.0,5897.5,392.73,12492.27,590.0,0.0306896551724137,2022-01-15,2024-12-28,1078,72,12.534883720930232,Suits,29,11.191954022988506,36,28,53,117,7,23,0,57,11,4,9,6,6,13,7,3,5,11,6,6,148.1,67.79,2.74,0.4577,0.0458,0.0305,0.0807,11.19,3,12885.0,87,2
EN-003,Moon Weien,Consumer,New Zealand,Oceania,Porirua,Wellington,Male,21,18-24,High School,Single,76,242.0,12379.0,5617.7,374.43,12004.57,561.7,0.0298684210526315,2022-01-15,2024-12-27,1077,61,14.36,Fossil Watch,25,13.425,30,15,47,92,7,29,0,40,4,6,9,5,6,9,8,4,4,8,9,4,162.88,73.92,3.18,0.4538,0.0454,0.0302,0.0706,13.42,4,12379.0,76,2
EN-00315,Wolfe Hansen,Consumer,United States,South,Fayetteville,North Carolina,Male,54,50-64,Doctorate,Married,63,195.0,9943.0,4585.7,285.38,9657.62,458.6,0.0279365079365079,2022-01-15,2024-11-15,1035,53,16.693548387096776,Car Body Covers,28,14.747619047619049,24,26,33,83,7,25,14,17,5,4,7,8,6,0,5,7,10,4,5,2,157.83,72.79,3.1,0.4612,0.0461,0.0287,0.0609,14.75,46,9943.0,63,4
EN-00397,Carroll Dahlen,Consumer,Venezuela,South,Carora,Lara,Female,25,25-34,Associate Degree,Single,68,191.0,11894.0,6075.7,343.76,11550.24,607.8,0.0289705882352941,2022-01-14,2024-12-31,1082,56,16.149253731343283,T - Shirts,21,19.348529411764705,50,47,58,155,3,20,6,39,11,2,7,4,7,5,4,3,8,10,4,3,174.91,89.35,2.81,0.5108,0.0511,0.0289,0.0628,19.35,0,11894.0,68,0
EN-0043,Reyes Christensen,Consumer,Australia,Oceania,Adelaide,South Australia,Male,18,18-24,High School,Single,43,135.0,6459.0,2850.9,197.19,6261.81,285.3,0.0304651162790697,2022-01-15,2024-12-15,1065,39,25.357142857142858,Formal Shoes,23,12.513953488372094,19,19,16,54,4,19,0,20,7,3,5,4,2,0,7,4,4,2,3,2,150.21,66.3,3.14,0.4414,0.0442,0.0305,0.0404,12.51,16,6459.0,43,1
EN-004346,Koch Vanderzanden,Home Office,China,North Asia,Shangqiu,Henan,Female,26,25-34,Bachelor,Married,53,154.0,9521.0,4711.0,309.97,9211.03,471.0,0.0330188679245283,2022-01-15,2024-11-20,1040,45,20.0,Running Shoes,19,22.41509433962264,39,41,46,126,3,7,8,35,5,4,6,2,6,3,6,4,5,2,8,2,179.64,88.89,2.91,0.4948,0.0495,0.0326,0.051,22.42,41,9521.0,53,3
EN-00532,Kirby Nguyen,Corporate,France,Central,Dreux,Centre,Male,27,25-34,Bachelor,Single,49,133.0,7773.0,3863.6,212.92,7560.08,386.5,0.0279591836734693,2022-01-15,2024-12-26,1076,40,22.416666666666668,Dinner Crockery,23,11.544897959183674,23,14,30,67,9,8,7,25,2,6,5,3,2,4,7,2,3,8,1,6,158.63,78.85,2.71,0.4971,0.0497,0.0274,0.0455,11.54,5,7773.0,49,1
EN-00537,Rodriguez Arntzen,Consumer,Mexico,North,Durango,Durango,Female,41,35-49,Doctorate,Single,77,241.0,10688.0,4816.8,305.9,10382.1,481.4,0.0284415584415584,2022-01-15,2024-12-30,1080,55,14.210526315789474,Dinning Tables,30,21.337662337662337,61,56,61,178,21,16,2,38,9,3,11,6,5,4,6,3,8,7,6,9,138.81,62.56,3.13,0.4507,0.045,0.0286,0.0713,21.34,1,10688.0,77,0
EN-00573,Ramsey Hansen,Consumer,Italy,South,Altamura,Apulia,Male,45,35-49,Master,Single,62,168.0,9511.0,4223.0,293.91,9217.09,422.6,0.0306451612903225,2022-01-13,2024-12-31,1083,50,17.75409836065574,Suits,24,13.235483870967744,24,20,32,76,3,20,0,39,6,4,1,4,3,5,6,8,7,3,6,9,153.4,68.11,2.71,0.444,0.0444,0.0309,0.0572,13.24,0,9511.0,62,1
EN-0059,Kelly Braden,Corporate,United States,Central,Detroit,Michigan,Female,46,35-49,Doctorate,Married,96,267.0,15593.0,7418.9,477.92,15115.08,742.3,0.0296875,2022-01-15,2024-12-29,1079,78,11.357894736842104,Running Shoes,32,21.740625,65,54,68,187,7,30,10,49,13,12,9,5,8,8,5,6,9,6,8,7,162.43,77.28,2.78,0.4758,0.0476,0.0306,0.089,21.74,2,15593.0,96,0
EN-008494,Hull Sperren,Corporate,Morocco,Africa,Fes,Fès-Boulemane,Female,28,25-34,Bachelor,Single,64,181.0,10592.0,5160.9,306.12,10285.88,515.6,0.0284375,2022-01-15,2024-12-29,1079,55,17.126984126984127,Sneakers,21,22.0921875,48,45,57,150,0,11,15,38,10,4,2,6,7,5,2,7,4,3,7,7,165.5,80.64,2.83,0.4872,0.0487,0.0289,0.0593,22.09,2,10592.0,64,3
EN-0087,Hodge Moren,Consumer,United Kingdom,North,Burnley,England,Male,70,65+,Doctorate,Married,73,231.0,11194.0,4807.7,359.55,10834.45,480.5,0.0323287671232876,2022-01-13,2024-12-21,1073,63,14.90277777777778,Casula Shoes,27,11.494520547945204,27,21,36,84,6,27,2,38,2,5,9,8,8,5,6,9,5,9,4,3,153.34,65.86,3.16,0.4295,0.0429,0.0321,0.068,11.49,10,11194.0,73,2
EN-0088,Duncan Dahlen,Home Office,France,Central,Laval,Pays de la Loire,Male,45,35-49,Doctorate,Married,54,144.0,7555.0,3387.6,245.77,7309.23,338.8,0.032037037037037,2022-01-20,2024-12-25,1070,46,20.18867924528302,Sports Wear,27,12.74074074074074,23,15,31,69,7,24,1,22,4,5,9,3,6,2,6,3,4,5,5,2,139.91,62.73,2.67,0.4484,0.0448,0.0325,0.0505,12.74,6,7555.0,54,1
EN-009,Wall Olsen,Consumer,Mexico,North,Juárez,Chihuahua,Male,45,35-49,Master,Married,65,210.0,10200.0,4631.5,304.43,9895.57,463.2,0.0293846153846153,2022-01-15,2024-12-19,1069,53,16.703125,Fossil Watch,26,13.033846153846154,22,25,37,84,9,15,1,40,3,5,10,8,2,5,5,3,5,4,10,5,156.92,71.25,3.23,0.4541,0.0454,0.0298,0.0608,13.03,12,10200.0,65,2
EN-0090,Miller Allen,Consumer,India,Central Asia,Kochi,Kerala,Male,25,25-34,High School,Single,77,224.0,12933.0,6044.4,400.18,12532.82,604.3,0.0302597402597402,2022-01-13,2024-12-26,1078,70,14.18421052631579,Fossil Watch,23,13.523376623376622,32,28,45,105,6,27,8,36,9,4,4,8,2,5,5,9,11,7,7,6,167.96,78.5,2.91,0.4674,0.0467,0.0309,0.0714,13.52,5,12933.0,77,2
EN-00919,Molina Nguyen,Home Office,Indonesia,Southeast Asia,Medan,Sumatera Utara,Male,24,18-24,Associate Degree,Single,59,177.0,9271.0,4071.4,293.14,8977.86,407.5,0.031864406779661,2022-01-15,2024-12-30,1080,50,18.620689655172413,Running Shoes,28,12.42542372881356,25,16,35,76,0,26,1,32,5,4,4,6,7,6,3,5,5,6,4,4,157.14,69.01,3.0,0.4392,0.044,0.0316,0.0546,12.43,1,9271.0,59,1
EN-0093,Gardner Craven,Consumer,Nicaragua,Central,Managua,Managua,Male,37,35-49,Master,Married,70,213.0,11040.0,5258.9,290.68,10749.32,526.5,0.0275714285714285,2022-01-15,2024-12-24,1074,59,15.565217391304348,Jeans,22,13.145714285714286,29,22,37,88,5,22,5,38,6,8,7,2,6,5,5,5,4,8,3,11,157.71,75.13,3.04,0.4763,0.0477,0.0263,0.0652,13.15,7,11040.0,70,2
EP-0074,Dorsey Prichep,Home Office,South Africa,Africa,Johannesburg,Gauteng,Male,22,18-24,Bachelor,Single,56,171.0,8114.0,3524.3,235.96,7878.04,352.5,0.0289285714285714,2022-02-15,2024-12-29,1048,48,19.05454545454545,Car Speakers,26,13.707142857142856,26,21,25,72,6,27,0,23,2,5,10,2,7,10,3,3,4,2,4,4,144.89,62.93,3.05,0.4343,0.0434,0.0291,0.0534,13.71,2,8114.0,56,1
